"…Ë±∏±‡¬Î","≤ ¡Â∑—","∂Ã–≈∑—","±æµÿ”Ô“ÙÕ®ª∞∑—","≥§Õæ”Ô“ÙÕ®ª∞∑—"," °ƒ⁄”Ô“Ù¬˛”Œ∑—"," °º ”Ô“Ù¬˛”Œ∑—","π˙º ”Ô“Ù≥§Õæ∑—","…œÕ¯º∞ ˝æ›Õ®–≈∑—","◊€∫œ‘ˆ÷µ∑˛ŒÒ∑—","¿¥µÁœ‘ æ∑—","◊‹∑—”√","…œÕ¯¥Œ ˝","…œÕ¯ ±≥§"," «∑Ò—”≥ŸΩ…∑—","÷˜Ω–¥Œ ˝","±ªΩ–¥Œ ˝","±æµÿÕ®ª∞¥Œ ˝"," °ƒ⁄¬˛”ŒÕ®ª∞¥Œ ˝"," °º ¬˛”ŒÕ®ª∞¥Œ ˝","π˙º ¬˛”ŒÕ®ª∞¥Œ ˝","÷˜Ω–Õ®ª∞∑÷÷” ˝","±ªΩ–Õ®ª∞∑÷÷” ˝","±æµÿÕ®ª∞∑÷÷” ˝","≥§Õæ”Ô“ÙÕ®ª∞∑÷÷” ˝"," °ƒ⁄¬˛”ŒÕ®ª∞∑÷÷” ˝"," °º ¬˛”ŒÕ®ª∞∑÷÷” ˝","π˙º ¬˛”ŒÕ®ª∞∑÷÷” ˝","»∫ƒ⁄Õ®ª∞¥Œ ˝","»∫ƒ⁄Õ®ª∞∑÷÷” ˝","»∫Õ‚Õ®ª∞¥Œ ˝","»∫Õ‚Õ®ª∞∑÷÷” ˝","√¶ ±Õ®ª∞¥Œ ˝","√¶ ±Õ®ª∞∑÷÷” ˝","œ– ±Õ®ª∞¥Œ ˝","œ– ±Õ®ª∞∑÷÷” ˝","∫Ù◊™¥Œ ˝","≤¶¥ÚÀ˚Õ¯øÕ∑˛¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞¥Œ ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞¥Œ ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞∑÷÷” ˝","≤¶¥ÚπÃª∞Õ®ª∞¥Œ ˝","≤¶¥ÚπÃª∞Õ®ª∞∑÷÷” ˝","÷˜Ω–Õ®ª∞¡™œµ»À ˝¡ø","±ªΩ–Õ®ª∞¡™œµ»À ˝¡ø"
"2925",0.69,2.92,0,6.33,2.59,1.74,0,24.29,15.96,3.25,158,443,15728.85,"∑Ò",165,177,342,0,0,0,291,353,635,9,0,0,0,0,0,342,471.5,225,341.9,117,129.6,0,0,27,25.7,14,13.3,112,152.6,165,205,11,59
"2926",5,3.9,0,100.88,0.55,0,0,435.89,17.9,7.3,575.13,289,0,"∑Ò",93,182,269,6,0,0,466,674,766,365,9,0,0,0,0,275,999.9,193,744.4,82,255.5,0,0,10,43.4,4,1.6,76,376.3,93,421.9,4,27
"2927",6.03,2.71,0,3.5,1.43,0.96,0,35.11,1.41,6.02,89,43,1601.866667,"∑Ò",34,26,46,0,14,0,198,117,236,25,0,54,0,6,47.7,54,235.6,44,210.9,16,72.3,0,0,9,88.2,1,1,12,44.1,34,180,4,10
"2928",5,0,0,0.29,0.29,0,0,11.09,22.9,7.3,60.58,0,0,"∑Ò",8,4,11,1,0,0,26,55,79,1,1,0,0,0,0,12,75.3,10,74,2,1.3,0,0,6,20.6,1,0.5,0,0,8,22.6,1,0
"2929",0,4.9,10.34,1.6,0,2.54,0.49,22.54,2.37,5.08,75.35,9,144.0166667," «",86,105,190,0,0,1,268,399,651,15,0,0,1,0,0,191,571.5,134,419.3,57,152.2,0,0,2,1.7,1,0.3,69,197.7,86,224.1,14,55
"2930",5.64,1.68,6.75,64.66,3.67,0.95,0,26.13,23.88,3.73,192.2,198,10188.75,"∑Ò",65,78,128,15,0,0,712,480,531,626,35,0,0,0,0,143,1116.9,103,977.3,40,139.6,0,0,3,4.1,1,0.4,52,275,65,676.8,4,36
"2931",6.04,12.15,25.78,9.41,2.32,1.56,0,39.67,11.46,6.11,148,156,14278.53333,"∑Ò",290,204,494,0,0,0,501,344,762,83,0,0,0,0,0,494,592.4,335,412.2,159,180.2,7,0,26,25.9,29,48.9,164,167.2,283,322.7,22,80
"2932",0,0,0,0,0,6.92,0.37,3.05,20.16,6.09,86.49,10,61.08333333,"∑Ò",46,7,30,22,0,1,84,11,24,22,48,0,1,1,0.2,52,64.1,42,43.1,11,21.1,0,0,3,6.7,3,0.9,23,30.9,46,57,2,0
"2933",0,2.35,0,0,0,7.34,0,3.22,20.78,6.47,89,0,0,"∑Ò",39,83,90,0,32,0,110,296,195,14,0,197,0,5,5.7,117,337.4,63,154.2,59,188.9,0,0,13,44.7,0,0,18,35.8,39,88.6,6,34
"2934",0,7.49,0,7.3,1.82,2,0.49,76.22,99.06,5.42,199.77,505,40145.8,"∑Ò",153,158,251,59,0,1,200,241,321,17,102,0,1,0,0,311,272.7,250,223.7,61,49,0,0,4,6.4,64,49.4,72,48.5,153,119.3,7,32
"2935",0,0,0,0,0,7.68,0,8.37,11.26,6.76,86,0,0,"∑Ò",86,161,247,0,0,0,125,204,327,2,0,0,0,42,23,205,178.3,124,108.7,123,92.6,0,0,19,12.9,28,17.5,29,46.6,86,85.2,15,61
"2936",6.03,2.71,0,3.5,1.43,0.96,0,35.11,4.41,6.02,89,69,6532.033333,"∑Ò",37,14,51,0,0,0,153,18,52,119,0,0,0,0,0,51,148.4,34,133.1,17,15.3,0,0,0,0,12,99,20,29.6,37,135.8,5,0
"2937",0,1.2,0,3,1.23,0.82,0,24.57,35.21,6.73,94.3,211,10174.65,"∑Ò",94,55,149,0,0,0,132,94,220,6,0,0,0,0,0,149,145,101,100.4,48,44.6,0,0,32,27.6,7,8.1,10,11,94,82,9,30
"2938",5,14.9,0,8.41,0,0,0,10.16,13,6,52.31,4,10.93333333,"∑Ò",69,184,253,0,0,0,116,424,511,29,0,0,0,0,0,253,414.5,181,321.2,72,93.3,0,0,27,26.4,7,10.9,22,32.3,69,79.5,6,71
"2939",0,0,0,23.08,0,5.16,0,0,12.63,5.92,69.88,0,0,"∑Ò",26,1,26,0,1,0,91,1,18,73,0,1,0,0,0,27,76.4,21,69.2,6,7.2,0,0,0,0,1,14.4,21,56.7,26,76.2,3,0
"2940",3.51,1,0,0,0,28.09,0,154.61,4.92,6.17,386.46,199,35412.08333,"∑Ò",440,301,726,15,0,0,878,573,1193,239,19,0,0,104,71.9,637,987.3,502,696.5,240,363.7,0,0,146,219.6,50,97.5,158,232.2,440,638.1,41,103
"2941",5.82,2.62,1,3.99,2.29,0.93,0,33.93,4.27,5.82,89,71,4631.566667,"∑Ò",93,40,77,56,0,0,378,118,219,64,213,0,0,30,49.2,103,377.9,95,351.7,38,75.3,0,0,18,36.6,2,3.9,63,261.3,93,329.3,7,12
"2942",5,6.1,0,1.22,0,13.48,0,183.63,15.17,6.1,235.08,116,5844.966667,"∑Ò",105,151,183,7,66,0,172,283,269,24,13,149,0,0,0,256,316.4,200,249,56,67.5,0,0,8,6.7,7,11.6,88,93.2,105,113.4,6,58
"2943",4.84,0.7,0,20.3,0,0.42,0,22.65,25.29,15.17,65.84,63,9988.1," «",41,26,67,0,0,0,111,48,89,70,0,0,0,0,0,67,124,49,73.7,18,50.3,0,0,2,3.8,15,17,17,65.7,41,89.7,6,11
"2944",0,3.3,3,16.53,1.16,0.42,0,32.65,25.29,15.17,73.99,3200,38727.23333,"∑Ò",77,68,134,11,0,0,194,148,262,57,23,0,0,0,0,145,262.9,80,156.5,65,106.4,0,0,19,58.8,6,18.1,38,64.2,77,152.1,8,29
"2945",5,5.4,53.65,2.9,0,0,0,6.28,0,6,67.95,65,446.2833333,"∑Ò",278,147,425,0,0,0,511,298,799,10,0,0,0,0,0,425,589.9,267,395.6,158,194.3,0,0,54,40.5,21,28.9,181,278.2,278,368.5,15,53
"2946",0,0,16.83,14.46,2.5,0,0,10.77,20.53,7.16,75.24,0,0,"∑Ò",122,92,209,5,0,0,272,185,396,52,9,0,0,0,0,214,339.2,138,196.4,76,142.8,0,0,47,52,2,3.4,62,141.1,122,206.9,7,33
"2947",6.04,2.75,0,5.69,2.32,1.56,0,34.67,5.46,6.11,103,13,1193.966667," «",96,43,125,5,9,0,225,67,206,68,7,11,0,0,0,139,210.3,127,201.4,12,8.9,0,0,20,16.7,5,23.3,59,83.7,96,169.7,9,21
"2948",0.86,7.6,0,9.48,3.88,2.6,0,47.87,6.16,4.08,176.43,401,6734.35,"∑Ò",441,451,744,71,77,0,1023,810,1096,405,174,158,0,0,0,892,1366.1,578,932.1,314,434,0,0,29,46.3,40,64.6,327,620.7,441,797.3,29,145
"2949",0,22.9,37.2,20.03,4.95,3.52,0,23.06,13.47,7.63,128.46,529,8338.5,"∑Ò",336,371,683,24,0,0,628,706,1190,98,46,0,0,0,0,707,986.9,520,738.1,187,248.8,0,0,30,33.7,36,67,230,312.7,336,467.1,20,109
"2950",1.66,3.5,0,8.99,3.69,2.48,0,40.95,2.3,7.76,167,1000,36174.96667,"∑Ò",223,151,374,0,0,0,521,489,891,119,0,0,0,5,6.4,369,817.4,219,565.8,155,257.9,0,0,10,14.6,63,102.8,99,221.4,223,408.4,19,52
"2951",0,0.5,2.31,77.79,0.89,0.44,0,14.8,9.6,5.76,117.05,86,12168.6,"∑Ò",185,73,256,2,0,0,450,146,183,409,4,0,0,0,0,258,462.1,226,410.8,32,51.3,0,0,3,2.4,2,1.9,46,65.3,185,353.7,7,26
"2952",1.62,9.14,0,8.89,3.65,2.43,0,37.19,2.2,7.66,199.7,130,7092.95,"∑Ò",134,68,197,5,0,0,456,187,552,76,15,0,0,0,0,202,542.4,112,345.2,90,197.3,0,0,2,11.6,13,19.9,106,284,134,390.9,18,33
"2953",0,0,0,0,2.8,6.99,0,4.55,15.16,9.1,68.64,0,0," «",105,71,167,9,0,0,166,98,252,3,9,0,0,0,0,176,175.2,99,107,77,68.2,0,0,10,10.1,5,2.8,76,89.1,105,113.9,10,29
"2954",0,0,2.7,25.98,7.54,4.77,0,0,12.63,5.92,79.71,0,0,"∑Ò",54,52,87,19,0,0,186,281,334,83,50,0,0,0,0,106,407.3,82,373.9,24,33.4,0,0,1,0.9,0,0,42,114.9,54,153.4,1,11
"2955",5.77,2.38,16.32,8.99,18.03,0.56,0,25.43,14.17,5.3,115.6,18,1541.7,"∑Ò",168,264,269,163,0,0,379,455,444,48,342,0,0,158,151.8,274,449.3,247,357.2,185,243.9,0,0,41,33.5,3,4.6,106,226.3,168,288.4,15,71
"2956",5,6.4,13.09,5.92,0,2.53,0,9.24,8.48,5.08,64.39,38,1132.15,"∑Ò",238,201,431,8,0,0,334,307,612,16,13,0,0,0,0,439,399.1,325,302.4,114,96.7,0,0,75,46.3,19,22,132,119.6,238,198,19,50
"2957",0,3.09,5.5,46.56,1.32,2.64,3.92,63.09,7.58,4.29,147.26,255,25997.75,"∑Ò",201,65,260,0,0,6,688,125,349,456,0,0,8,0,0,266,669.3,128,390.9,138,278.4,0,0,36,37,4,30.1,71,238,201,580.1,13,27
"2958",5,3.3,10.5,82.82,6.67,4.77,0,5,32.63,5.92,202.99,0,0,"∑Ò",602,336,909,29,0,0,959,525,1169,279,36,0,0,218,134.8,720,823.4,570,576,369,382.7,0,0,167,109,53,81.5,304,351.5,602,619.4,46,70
"2959",2.92,1.6,22.62,11.31,4.35,2.93,0,4.3,4.13,5.16,96.88,0,0,"∑Ò",229,280,443,66,0,0,321,353,499,92,83,0,0,82,73.9,427,323,334,269,175,127.9,0,0,34,30.2,7,6,128,114.7,229,197,15,58
"2960",5,8.7,8.8,8.53,0.75,0.37,0,9.09,26.18,4.91,81.01,129,105.1166667,"∑Ò",336,280,615,1,0,0,928,751,1635,42,2,0,0,0,0,616,1344.4,381,1024.7,235,319.7,0,0,90,386.5,4,23.1,232,328.5,336,748.3,10,46
"2961",2.2,6.3,0,18.06,7.38,4.95,0,20.89,18.08,10.36,187.51,68,7833.366667,"∑Ò",172,225,391,3,3,0,498,575,915,133,12,13,0,7,4.1,390,865.8,303,588.1,94,281.8,0,0,8,8.8,51,94.1,69,212.5,172,409.9,25,68
"2962",5,7.6,95.02,44.24,0,11.3,0,12,13.96,8.4,187.33,0,0,"∑Ò",915,896,1811,0,0,0,1352,1401,2484,269,0,0,0,41,38.7,1770,1775.3,1274,1287.7,537,526.3,0,0,65,67,71,48.8,615,591.6,915,869.4,48,126
"2963",4.31,3.75,0,8.12,3.32,2.23,0,51.01,6.25,4.16,172,959,0,"∑Ò",116,73,189,0,0,0,155,94,247,2,0,0,0,0,0,189,139.6,163,120.4,26,19.2,0,0,1,1.3,36,23.4,75,59.1,116,86.8,10,22
"2964",0,0,0,5.39,0.58,4.77,0,5,12.63,5.92,60.06,0,0," «",102,73,174,1,0,0,132,112,231,12,1,0,0,74,46.1,101,96.1,136,112.6,39,29.6,0,0,49,28.2,0,0,27,19.1,102,68.8,12,22
"2965",0,0,0.9,8.29,0,4.77,0,0,12.63,5.92,58.1,0,0," «",23,13,36,0,0,0,55,14,47,22,0,0,0,14,13.3,22,36.3,29,43.9,7,5.8,0,0,9,13,0,0,4,2.5,23,43.2,9,0
"2966",6.92,4.6,0,7.84,3.2,2.16,0,15.66,2.67,11.24,103.6,150,14580.65,"∑Ò",112,141,241,12,0,0,271,253,408,96,20,0,0,0,0,253,397.4,185,315.6,68,81.7,0,0,17,27.6,8,31.7,74,142.2,112,214.5,10,61
"2967",5,0.1,0,4.28,0,10.69,0,0,16.93,7.94,96.91,0,0,"∑Ò",358,174,520,12,0,0,464,448,898,0,14,0,0,0,0,532,602,465,468.1,67,134,0,0,8,6.1,6,12.3,109,115.4,358,249.3,10,32
"2968",0,0,0,0,0,7.36,0,4.72,16.48,3.89,83,0,0," «",197,155,344,8,0,0,376,257,548,74,11,0,0,93,104.6,259,350.4,266,358.5,86,96.5,0,0,59,81.7,14,24.1,87,127.5,197,275.7,18,50
"2969",5,2.7,19.39,16.23,1.32,2.64,0,18.09,7.58,4.29,86.61,110,7096.083333,"∑Ò",324,186,510,0,0,0,448,312,675,85,0,0,0,0,0,510,459.1,444,391.8,66,67.3,0,0,25,31.4,61,55.3,212,145.8,324,253.8,15,53
"2970",0,1.1,0,2.57,0,4.24,0,0,23.21,5.25,49.59,0,0,"∑Ò",82,51,133,0,0,0,187,125,309,3,0,0,0,0,0,133,239.1,76,159.4,57,79.7,0,0,14,16,0,0,37,60.2,82,143.2,7,11
"2971",6.03,2.71,0,3.5,1.43,0.96,0,35.11,1.41,6.02,89,31,8813.483333,"∑Ò",59,18,77,0,0,0,107,35,112,30,0,0,0,31,39.3,46,67.8,50,61.7,27,45.4,0,0,27,31.8,2,1.1,14,17.8,59,81.3,1,10
"2972",0,22.2,0,0.65,34.29,1.62,0,153.5,4.3,2.02,218.99,63,0," «",212,232,261,173,10,0,312,415,405,40,264,18,0,0,0,444,488.4,288,327.4,156,161,0,0,18,26.4,5,5.5,98,73.4,212,190.7,13,70
"2973",4.02,3.5,0,7.57,3.1,2.08,0,29.08,1.15,3.88,167,636,12476.98333,"∑Ò",84,65,93,56,0,0,184,98,147,1,134,0,0,8,6.4,141,190.1,104,132.1,45,64.4,0,0,3,2.7,0,0,77,120.7,84,133.7,9,15
"2974",0,0.1,0,2.56,0,6.39,6.37,5,16.89,7.91,75.39,410,5006.983333,"∑Ò",40,18,51,0,0,7,113,26,116,10,0,0,13,0,0,58,105.8,39,89.9,19,15.9,0,0,1,0.4,0,0,35,79.7,40,90.9,3,0
"2975",0,6.4,20.2,4.8,1,0,13.72,187.34,10,0,233.56,296,29471.46667," «",100,269,330,13,21,5,338,779,909,84,25,71,28,0,0,369,933.9,234,617.6,135,316.4,0,0,14,79.8,11,37.1,68,159.9,100,285.2,18,109
"2976",0.65,1.69,8.28,7.73,6.5,0.95,0,21.3,5.87,7.52,84.5,686,21964.56667," «",201,205,359,47,0,0,410,433,637,67,139,0,0,0,0,406,628.2,279,434.5,127,193.7,0,0,28,62.1,19,23.9,148,211.8,201,300,14,70
"2977",6.03,2.71,13.74,22.95,2.44,0.96,0,35.11,1.41,6.02,118.2,25,1630.716667,"∑Ò",130,122,228,24,0,0,524,350,497,346,31,0,0,0,0,252,750.5,169,549.3,83,201.2,0,1,5,5.3,24,123,96,327.2,130,459.3,8,21
"2978",5,3.9,0,5.22,0,4.93,0,10.16,10,6,45.05,0,0,"∑Ò",210,135,320,1,24,0,356,288,596,18,1,29,0,138,303.7,207,158.7,255,364.1,90,98.3,0,0,80,140.3,6,4.7,106,83.7,210,245.7,13,38
"2979",5,0.6,90.75,3.54,10.73,3.04,0,10.09,26.17,6.1,161,14,68.88333333,"∑Ò",576,416,966,26,0,0,1132,971,2043,8,52,0,0,0,0,992,1575.1,711,1234.1,281,341,0,0,96,91.1,2,1.6,349,517.1,576,827.2,19,46
"2980",0.54,9.81,68.17,3.84,1.2,0.8,0,17.83,9.39,6.3,167.5,117,11954.2,"∑Ò",387,502,806,83,0,0,782,1059,1681,13,147,0,0,0,0,889,1369.8,566,920.1,323,449.7,0,0,36,55.5,16,20.3,284,474.8,387,572.3,11,51
"2981",0,0,0.6,2.56,0,6.39,0,0,16.89,7.91,69.49,0,0,"∑Ò",100,39,139,0,0,0,338,69,234,173,0,0,0,0,0,139,333.2,95,215.8,44,117.3,0,0,4,2.2,3,4.5,74,221.6,100,284.3,2,16
"2982",5,61.9,0.9,23.37,22.04,4.77,0,5,30.63,5.92,189.15,2,8.883333333,"∑Ò",270,181,419,31,1,0,578,493,895,74,101,1,0,109,249.2,342,587.7,319,622,132,214.9,0,0,77,155.5,9,16.1,137,128.6,270,435,28,67
"2983",1.93,2.45,54.4,12.71,0.86,0.58,0,35.15,1.3,5.45,129,2,0," «",214,210,424,0,0,0,425,444,816,53,0,0,0,0,0,424,632.7,276,463.3,148,169.4,0,0,2,3.3,13,44.6,182,247.6,214,307.2,16,42
"2984",0,0.3,0,0,0,8.69,0,8.81,17.75,7.65,96.5,3,27.45,"∑Ò",103,49,87,65,0,0,259,125,132,48,204,0,0,0,0,152,309.1,121,205.1,31,104.1,0,0,16,20.2,6,8.3,70,158.2,103,206.4,10,28
"2985",3.8,5.48,0,11.87,4.86,3.27,0,45.55,1.82,6.09,259,140,43276.98333,"∑Ò",47,59,106,0,0,0,72,99,165,6,0,0,0,34,32.5,72,76,69,77.5,37,30.9,0,0,30,25.5,1,1.2,8,7.6,47,41.3,7,42
"2986",5,7.2,0.3,2.56,0,6.39,0,35.86,21.89,7.91,117.41,152,4409.75,"∑Ò",96,170,266,0,0,0,292,419,676,35,0,0,0,0,0,266,566.6,167,344.5,99,222.1,0,0,8,17,23,106.4,47,65,96,236.1,13,48
"2987",0,15.19,0.75,43.5,0,32.32,0,12.65,25.29,15.17,126.44,0,0,"∑Ò",123,89,116,0,96,0,488,231,298,150,0,271,0,0,0,212,607.2,159,507.9,53,99.2,0,0,33,123.1,13,9.8,25,81.4,123,427.5,13,64
"2988",5.86,2.96,0,5.52,2.25,1.51,0,33.66,4.32,5.93,99.3,369,267.45,"∑Ò",223,286,509,0,0,0,400,445,759,86,0,0,0,169,209,340,361.8,290,360.4,219,210.4,0,0,93,122,15,13.7,81,98.8,223,279.8,16,51
"2989",0.07,0.17,0,0.35,0.14,0.09,0,89.42,14.43,0.38,107.9,80,2470.733333,"∑Ò",87,98,185,0,0,0,180,285,465,0,0,0,0,0,0,185,366.2,138,257.2,47,109.1,0,0,31,22.4,2,1.3,37,95.4,87,132.3,9,21
"2990",6.03,2.8,0,3.5,1.43,0.96,0,35.11,1.41,6.02,89.09,44,12426.7,"∑Ò",48,70,3,108,0,7,169,394,2,1,549,0,11,1,0.5,117,500,97,435.8,21,64.7,0,0,1,0.5,0,0,23,51.5,48,142.3,2,12
"2991",1.92,0.8,0,7.84,3.2,2.16,0,45.66,2.65,11.26,125,106,11668.05,"∑Ò",38,34,67,0,5,0,233,107,136,195,0,9,0,0,0,72,309.1,49,129,23,180.1,0,0,5,96.2,6,19.1,24,81.3,38,218.1,1,16
"2992",5.17,6.72,0,5.86,2.39,1.61,0,49.78,14.21,8.4,130.99,81,1477.05,"∑Ò",311,413,722,2,0,0,673,804,1429,46,2,0,0,1,0.2,723,1096.6,496,855.6,228,241.3,0,1,102,233.8,25,33.7,128,156.8,311,508.4,20,99
"2993",4.75,1.43,0,2.96,1.21,0.81,0,34.84,10.75,3.18,110,176,9848.333333,"∑Ò",73,160,228,5,0,0,132,334,457,3,6,0,0,86,148.7,147,183.4,162,169.6,71,162.5,0,0,23,54.8,6,3.8,37,23.3,73,92.1,10,52
"2994",2.21,3.68,1.88,7.67,3.19,2.09,0,29.21,1.13,3.9,259,170,21887.41667,"∑Ò",367,352,678,41,0,0,679,568,1180,3,64,0,0,154,199.5,565,650.6,475,558.5,244,291.6,0,0,133,186,2,2.3,212,255.2,367,486.8,31,82
"2995",0.93,2.45,0,5.06,2.07,1.39,0,30.83,6.28,5.44,89.15,2,9.55,"∑Ò",131,226,341,16,0,0,332,501,800,3,30,0,0,201,377.6,156,273.7,202,350.5,155,300.9,0,0,72,130.2,0,0,55,126.7,131,261.4,16,59
"2996",5.99,2.57,0,5.32,2.17,1.46,0,87.43,1.34,11.44,149,300,0," «",56,62,83,35,0,0,215,151,198,103,65,0,0,0,0,118,300.7,74,242.3,44,58.4,0,0,5,12,8,27.7,43,143.2,56,182.9,2,19
"2997",5,1.4,0,0,0,0,0,6.61,53.22,7.93,76.4,0,0,"∑Ò",104,18,0,122,0,0,326,81,0,0,407,0,0,0,0,122,342.9,107,300.2,15,42.6,0,0,5,4.5,3,7.3,90,255,104,271.9,2,13
"2998",5,0.1,10.95,15.1,1.76,3.52,0,11.36,13.47,7.63,64.39,29,262.95,"∑Ò",181,335,516,0,0,0,298,392,644,46,0,0,0,0,0,516,364,308,249.3,208,114.7,0,0,9,5.6,33,24.2,82,91.2,181,187.3,18,220
"2999",0,0,2.24,6.34,2.59,1.74,0,40.79,26.52,6.31,129.35,284,10049.66667,"∑Ò",116,55,154,17,0,0,313,90,211,160,32,0,0,9,7.1,162,308,107,200,64,115.1,0,0,32,122.8,3,1.8,43,54.9,116,254.5,13,21
"3000",0,0,0.6,15.54,0.29,4.77,0,72.32,12.63,5.92,137.56,68,3226.9,"∑Ò",181,182,358,5,0,0,318,293,559,47,5,0,0,0,0,363,421.2,239,276.5,124,144.7,0,0,75,64,24,33.3,53,69.4,181,224.8,19,62
"3001",0,0,0.75,2.6,0,6.49,0,11.7,13.4,8.04,40.75,0,0," «",61,11,72,0,0,0,98,16,97,17,0,0,0,0,0,72,75.2,34,39.9,38,35.3,0,0,2,1.1,5,5.7,12,21.7,61,67.6,8,11
"3002",0,4.3,0,0,0,7.01,0,51.9,21.21,6.16,133.4,264,19057.15,"∑Ò",129,174,303,0,0,0,226,251,432,45,0,0,0,0,0,303,305.1,208,237.8,95,67.3,0,0,56,61.5,8,10.7,23,51.1,129,155.1,11,25
"3003",6.72,11.9,0,10.31,2.91,1.95,0,14.2,2.4,10.2,109.3,83,10131.96667,"∑Ò",164,268,431,1,0,0,357,619,922,50,4,0,0,0,0,432,747.2,293,491.6,139,255.6,0,0,30,46.4,43,87.1,59,88.2,164,271.3,17,102
"3004",4.47,13.68,0,1.49,0,3.7,0,8.17,6.14,7.42,66.57,44,486.5166667,"∑Ò",50,22,72,0,0,0,64,29,83,10,0,0,0,0,0,72,52.9,66,48.5,6,4.3,0,0,0,0,32,18.7,11,11.2,50,35.9,2,11
"3005",0.93,2.45,9.2,5.51,1.06,14.38,0,26.15,1.3,5.45,80.6,9,140.3166667,"∑Ò",155,125,184,3,93,0,234,206,269,26,4,141,0,0,0,280,291.8,183,209,97,82.8,0,0,69,54.4,4,3.3,37,38.7,155,157,10,37
"3006",0.83,3.5,0,7.57,3.1,2.08,0,32.27,1.15,3.88,167,0,16.65,"∑Ò",70,101,115,56,0,0,202,214,219,72,125,0,0,2,0.7,169,323.2,118,174.6,53,149.3,0,0,8,16.9,16,33.8,36,66.7,70,168.3,3,18
"3007",0,2,0,0,0,7.17,0,8.15,10.52,6.31,83,38,366.7833333,"∑Ò",121,148,247,22,0,0,305,360,558,26,81,0,0,108,250.2,161,268.4,187,421.4,82,97.2,0,0,66,150.7,4,9.9,39,41.1,121,244.6,13,26
"3008",5,0.8,2.4,6.94,15.19,6.54,0,22.82,20.52,6.31,130.2,99,5414.083333," «",232,327,79,439,41,0,531,800,163,6,1080,82,0,37,56.4,522,987,378,703.3,181,340.2,0,0,59,109.4,44,68.7,82,177,232,409.6,12,51
"3009",3.99,0,1.32,5.41,0,3.09,0,3.08,5.28,6.18,53.72,0,0,"∑Ò",100,58,158,0,0,0,227,160,282,105,0,0,0,0,0,158,307.5,149,262.9,9,44.6,0,0,0,0,1,0.3,64,105.8,100,176.9,4,15
"3010",5,0,0,8.7,4.1,5.19,0,8.37,11.24,6.74,78.76,3,14.63333333,"∑Ò",172,125,296,1,0,0,229,137,335,30,1,0,0,114,60.6,183,126.3,208,122,89,65,0,0,71,39.3,6,4.2,76,66.3,172,124.5,19,30
"3011",4.58,25.67,23.5,23.11,0.4,11.3,4.84,7.99,32.3,8.4,131.48,59,5523.1,"∑Ò",637,448,1073,3,0,9,1071,724,1454,324,4,0,13,41,40.8,1044,1170.9,771,889.7,314,322,0,0,107,98.2,82,70.3,325,386.4,637,732.4,51,130
"3012",4.85,3.5,0,8.99,3.69,2.48,0,37.76,2.3,7.76,167,1045,26912.7,"∑Ò",97,25,122,0,0,0,1163,291,1454,0,0,0,0,106,1302.1,16,87.1,106,1325.9,16,63.4,0,0,81,1024.2,9,5.6,1,2.4,97,1111.3,2,0
"3013",6.92,7.69,0,7.84,3.2,2.16,0,20.66,7.67,11.24,111.69,12,200.3333333,"∑Ò",186,121,292,15,0,0,356,258,490,87,37,0,0,0,0,307,459.3,218,315.5,89,143.9,0,0,37,40.1,30,43.3,83,136.1,186,258.7,14,49
"3014",6.03,2.71,10.8,3.5,1.43,0.96,0,35.11,1.41,6.02,94.8,0,0,"∑Ò",221,182,403,0,0,0,435,336,771,0,0,0,0,27,32.9,376,520.3,284,373.9,119,179.2,0,0,36,69.3,31,50.5,80,105,221,316.7,16,93
"3015",6.03,2.71,1.14,4.4,10.99,1.76,0,30.11,1.41,6.02,91.4,260,0,"∑Ò",120,111,79,116,36,0,412,275,122,19,463,83,0,0,0,231,566.8,184,345.3,47,221.5,0,0,4,3.7,26,171.5,87,162.7,120,348.7,9,32
"3016",6.03,2.71,5.95,6.91,3.27,0.96,0,35.11,1.41,6.02,95.2,15,1442.833333,"∑Ò",79,38,100,17,0,0,406,100,252,201,53,0,0,0,0,117,445.5,79,365.2,38,80.3,0,0,11,15,6,18.6,59,322.4,79,365.2,4,9
"3017",4.61,0.37,0,1.49,0,3.7,3.92,31.35,6.23,7.42,80.77,28,2739.35,"∑Ò",59,9,60,2,0,6,158,18,68,98,2,0,8,0,0,68,141.8,38,55,30,86.9,0,0,21,33.2,0,0,24,69.8,59,129,3,0
"3018",3.98,1.36,0,3.61,0,3.09,0,7.05,5.28,6.18,55.34,2,22.01666667,"∑Ò",62,34,83,13,0,0,114,51,68,76,21,0,0,0,0,96,113.7,81,102.5,15,11.2,0,0,7,15.8,2,1.1,28,24.5,62,83.7,4,12
"3019",1.36,2.88,0,7.44,3.05,2.03,0,31.08,10.88,6.4,148,1513,34066.81667,"∑Ò",74,60,134,0,0,0,92,92,183,1,0,0,0,0,0,134,119.3,102,86,32,33.3,0,0,6,2,1,0.9,51,38.4,74,54.9,9,28
