"…Ë±∏±‡¬Î","≤ ¡Â∑—","∂Ã–≈∑—","±æµÿ”Ô“ÙÕ®ª∞∑—","≥§Õæ”Ô“ÙÕ®ª∞∑—"," °ƒ⁄”Ô“Ù¬˛”Œ∑—"," °º ”Ô“Ù¬˛”Œ∑—","π˙º ”Ô“Ù≥§Õæ∑—","…œÕ¯º∞ ˝æ›Õ®–≈∑—","◊€∫œ‘ˆ÷µ∑˛ŒÒ∑—","¿¥µÁœ‘ æ∑—","◊‹∑—”√","…œÕ¯¥Œ ˝","…œÕ¯ ±≥§"," «∑Ò—”≥ŸΩ…∑—","÷˜Ω–¥Œ ˝","±ªΩ–¥Œ ˝","±æµÿÕ®ª∞¥Œ ˝"," °ƒ⁄¬˛”ŒÕ®ª∞¥Œ ˝"," °º ¬˛”ŒÕ®ª∞¥Œ ˝","π˙º ¬˛”ŒÕ®ª∞¥Œ ˝","÷˜Ω–Õ®ª∞∑÷÷” ˝","±ªΩ–Õ®ª∞∑÷÷” ˝","±æµÿÕ®ª∞∑÷÷” ˝","≥§Õæ”Ô“ÙÕ®ª∞∑÷÷” ˝"," °ƒ⁄¬˛”ŒÕ®ª∞∑÷÷” ˝"," °º ¬˛”ŒÕ®ª∞∑÷÷” ˝","π˙º ¬˛”ŒÕ®ª∞∑÷÷” ˝","»∫ƒ⁄Õ®ª∞¥Œ ˝","»∫ƒ⁄Õ®ª∞∑÷÷” ˝","»∫Õ‚Õ®ª∞¥Œ ˝","»∫Õ‚Õ®ª∞∑÷÷” ˝","√¶ ±Õ®ª∞¥Œ ˝","√¶ ±Õ®ª∞∑÷÷” ˝","œ– ±Õ®ª∞¥Œ ˝","œ– ±Õ®ª∞∑÷÷” ˝","∫Ù◊™¥Œ ˝","≤¶¥ÚÀ˚Õ¯øÕ∑˛¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞¥Œ ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞¥Œ ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞∑÷÷” ˝","≤¶¥ÚπÃª∞Õ®ª∞¥Œ ˝","≤¶¥ÚπÃª∞Õ®ª∞∑÷÷” ˝","÷˜Ω–Õ®ª∞¡™œµ»À ˝¡ø","±ªΩ–Õ®ª∞¡™œµ»À ˝¡ø"
"2486",6.92,0.2,0,7.84,3.2,2.16,0,15.66,19.66,11.24,116.3,0,0," «",124,85,205,0,4,0,211,133,271,63,0,10,0,47,56.9,162,177.9,148,151.5,61,83.3,8,0,35,45.7,24,13.9,57,75,116,134.6,12,30
"2487",0.88,2.28,0,4.73,1.93,1.3,8.82,28.79,3.17,10.16,94.82,219,13070.9,"∑Ò",187,268,440,10,0,5,268,503,734,3,16,0,18,112,62.2,343,456.1,289,358.3,166,159.9,0,0,64,38.9,2,4.7,112,109.3,187,158.6,10,93
"2488",2.16,3.4,0,4.12,15.4,1.07,0,15.56,13,12.68,91.4,0,0,"∑Ò",114,112,152,71,3,0,230,306,373,18,142,3,0,147,291.9,79,127.1,165,267.7,61,151.3,4,0,77,114.3,9,18.7,19,17.8,110,154.1,8,30
"2489",2.6,6.17,0,8.62,3.25,4.54,93.82,42.89,13.6,12.26,236.67,498,34631.55,"∑Ò",173,158,10,22,252,47,310,243,5,11,37,382,118,0,0,331,376.4,261,303.5,70,72.9,0,0,37,36.1,17,15.3,102,144.2,173,219.1,5,47
"2490",6.92,11.2,0,7.84,5.9,2.16,0,26.27,4.66,11.24,120.51,265,5249.066667,"∑Ò",113,119,0,232,0,0,378,502,0,0,880,0,0,0,0,232,754.7,187,671,45,83.7,0,0,23,77.2,8,12.8,68,134.4,113,312.4,2,29
"2491",7.6,5.48,0,14.03,5.79,3.89,0,59.16,16.64,12.18,207,1965,31703,"∑Ò",108,132,41,199,0,0,289,251,51,45,444,0,0,0,0,240,406.8,160,240.9,80,165.9,0,0,14,19.9,15,19.3,71,181.2,108,234.1,5,68
"2492",0.76,0.1,0,6.11,2.5,1.68,0,21.57,1.02,8.78,75.91,41,1630.366667,"∑Ò",38,79,114,3,0,0,113,177,261,22,7,0,0,0,0,117,230.2,83,159.5,34,70.6,0,0,1,0.7,3,8.3,32,79.9,38,93.4,2,39
"2493",0,0,0,11.92,4.88,3.27,0,23.38,10.8,6.48,129,2,20.36666667,"∑Ò",66,135,201,0,0,0,98,234,330,2,0,0,0,67,45.5,134,167.9,170,188.9,31,24.4,0,0,27,21.9,1,0.7,38,36.7,66,59.3,5,29
"2494",0,7.2,0,0,0,0,0,20,164,0,191.2,85,4727.783333,"∑Ò",304,202,376,130,0,0,872,437,770,254,285,0,0,0,0,506,1048.3,297,668.6,209,379.7,0,0,22,33.1,18,38.7,244,624.7,304,714.1,22,88
"2495",5,0.7,10.34,32.48,1.74,0,0.49,5,34,6,95.75,1,15.23333333,"∑Ò",149,187,327,8,0,1,284,247,408,112,10,0,1,65,55.7,271,288.1,228,252.5,108,91.3,0,0,42,37.5,8,20.7,89,74.4,149,206.7,13,55
"2496",5,6,6.2,8.94,3.15,0.37,0.49,32.77,14.04,4.82,110.99,174,19899.16667,"∑Ò",67,75,98,43,0,1,182,148,190,54,85,0,1,0,0,142,254.3,106,197.2,37,57.2,0,0,25,41.7,2,2.4,26,66.1,67,144.3,7,26
"2497",7.6,16.56,7.8,25,9.59,6.45,0,80.92,3.52,12.26,303.3,2527,37594.55,"∑Ò",567,506,881,192,0,0,1052,880,1572,67,293,0,0,66,96,1007,1275.6,751,919.7,322,451.9,0,0,151,240.7,55,70.8,324,411.9,567,758.8,26,133
"2498",6.04,2.93,0,5.69,2.32,1.56,193.68,34.67,21.46,6.11,307.86,380,13881.38333,"∑Ò",35,19,0,0,0,54,188,94,0,0,0,0,282,0,0,54,254.9,34,134.2,20,120.7,0,0,3,29.1,3,10.1,26,126,35,170.3,2,12
"2499",5.93,2.46,2.2,2.69,0.86,0.58,0,59.78,21.29,5.45,115.41,80,9238.733333,"∑Ò",92,81,162,11,0,0,114,124,209,16,13,0,0,1,0.5,172,140,118,90.7,55,49.9,0,0,19,9.4,0,0,56,32.8,92,59.3,7,24
"2500",5,1.7,0,35.08,14.36,9.64,0,31.75,20.49,6.3,314.7,3,16.65,"∑Ò",200,136,176,7,153,0,477,244,259,131,8,323,0,0,0,336,552.5,207,339.6,129,212.9,0,0,7,6,49,65.8,139,298.4,200,377.7,17,60
"2501",5,17.4,0.6,35.08,14.36,9.64,0,44.78,10.49,6.3,349,150,33701.25,"∑Ò",214,235,153,44,252,0,551,571,287,190,92,553,0,0,0,449,890,318,663.1,131,226.9,0,0,40,59,19,28.9,151,347.6,214,440.9,10,81
"2502",1.92,0.4,0,9,3.2,2.16,0,20.66,45.66,11.24,138.86,2,35.93333333,"∑Ò",90,204,294,0,0,0,136,289,410,15,0,0,0,0,0,294,260,207,193.1,87,66.9,0,0,8,7.8,13,11,62,59.3,90,89.7,11,56
"2503",5,4,1.8,3.41,1.4,0.94,0,43.85,12.2,6.11,122,216,2490,"∑Ò",84,136,220,0,0,0,176,185,360,1,0,0,0,0,0,220,245.9,144,157.7,76,88.2,0,0,2,10.6,6,3.6,59,87.4,84,131.4,8,39
"2504",6.92,7,0,7.84,3.2,2.16,0,20.66,12.66,11.24,116,218,6383.283333,"∑Ò",62,100,52,6,104,0,173,263,70,6,10,350,0,0,0,162,345.4,105,266.4,57,79,0,0,9,48.8,8,5.4,39,75.5,62,136.5,4,33
"2505",5,0.6,0.3,3.81,1.56,1.05,0,18.7,6.32,3.79,99.9,48,508.1333333,"∑Ò",202,147,349,0,0,0,285,197,460,22,0,0,0,0,0,349,298.3,263,215.9,86,82.4,0,0,18,12.2,9,5.8,161,147.5,202,178.6,19,40
"2506",5,5.8,0,1.32,1.32,87.61,0,23.58,17.58,4.29,155.77,217,1769.066667,"∑Ò",41,43,0,0,84,0,293,377,0,0,0,670,0,0,0,84,633,56,437.8,28,195.1,0,0,15,145.5,4,11,5,75,41,277.7,3,18
"2507",2,2.6,1.35,11.92,4.88,3.27,0,23.38,10.8,6.48,135.05,286,19752.96667,"∑Ò",141,78,219,0,0,0,403,227,536,94,0,0,0,0,0,219,518.3,167,366.5,52,151.9,0,0,2,18.1,71,137.7,32,101.7,141,331.5,10,32
"2508",1.48,1.6,0,16.22,6.64,4.45,0,9.74,22.06,6.98,156.99,2011,38033.53333,"∑Ò",192,255,56,368,23,0,282,402,83,8,559,34,0,0,0,447,467.7,259,288.8,188,178.9,0,0,28,33.1,20,21.9,138,130.3,192,188.9,11,95
"2509",7.28,1.4,0,16.77,5.56,3.74,0,14.81,63.12,10.66,203.26,0,0,"∑Ò",306,290,571,25,0,0,633,715,1083,220,45,0,0,0,0,596,1041.7,400,565.9,196,475.9,0,0,113,168,54,36.9,92,169.5,306,472.6,21,76
"2510",6.3,5.48,0,11.87,4.86,3.27,0,45.55,22.82,6.09,215,626,32212.51667,"∑Ò",36,36,35,37,0,0,67,72,67,14,58,0,0,0,0,72,99.9,60,73.3,12,26.6,0,0,4,3,2,2.4,25,35.9,36,46.7,4,12
"2511",0,3.6,10.8,12.6,0,0,0,0,0,6,49,0,0,"∑Ò",46,72,118,0,0,0,92,141,213,20,0,0,0,0,0,118,162.8,58,81.2,60,81.6,0,0,14,15.4,1,3.5,25,40.6,46,65.7,5,27
"2512",1.54,7.1,6.45,6.31,2.58,1.73,0,26.6,7.14,9.06,104.16,710,0,"∑Ò",240,156,242,10,144,0,403,256,318,80,18,243,0,0,0,396,444.4,252,283,144,161.4,0,0,44,36.5,9,11.8,168,215.7,240,272.3,16,64
"2513",5.03,17.28,12.63,9.83,4.33,6.55,0,39.21,10.4,8.06,171.15,1,2.9,"∑Ò",395,313,652,42,14,0,824,581,1169,119,69,48,0,95,84.1,613,942.8,472,748.9,236,278,0,0,43,64.1,46,104.1,250,392.6,395,613.5,19,116
"2514",5,0,0.3,28.6,20.76,5.14,0,22.8,22.52,6.31,150.12,10,2.983333333,"∑Ò",192,254,274,107,65,0,295,359,304,91,162,97,0,0,0,446,401.3,295,261.1,151,140.2,0,0,33,29.7,3,5.5,93,80.3,192,189.9,8,63
"2515",0.99,2.57,0,6.9,2.17,1.46,0,33.83,6.34,11.44,96.98,576,33166.16667,"∑Ò",91,97,170,18,0,0,149,150,218,53,28,0,0,0,0,188,192.9,106,113.1,82,79.8,0,0,15,17.8,20,20.8,38,35.3,91,95.8,10,42
"2516",6.04,4.4,0,19.01,7.79,5.22,0,30.45,6.43,4.88,223.4,135,6954.583333,"∑Ò",251,195,409,20,17,0,625,446,812,173,39,47,0,0,0,446,835.2,347,642.4,99,192.8,0,0,30,79,62,142.9,141,246.6,251,493.7,23,91
"2517",5,2.5,0,16.23,6.65,4.46,0,63.37,12.78,6.47,208.6,189,28251.48333," «",106,33,0,0,139,0,479,152,0,0,0,631,0,0,0,139,567.8,101,408.9,38,158.9,0,0,6,26.5,33,150.6,52,203.6,106,429,8,23
"2518",7.6,16.56,0,23.5,9.59,6.45,0,80.92,13.52,12.26,304,625,23337.36667,"∑Ò",145,165,259,51,0,0,463,431,471,316,107,0,0,0,0,310,737.7,204,448.4,106,289.3,0,0,26,37.3,12,49.8,78,244.9,145,390.1,9,67
"2519",0,0,0,0,0,3.5,0,7.37,20.3,6.18,63.09,0,0,"∑Ò",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2520",0,0,22.2,35.42,16.77,0,0,0,0,6,113.39,0,0,"∑Ò",86,112,160,38,0,0,155,249,300,61,43,0,0,0,0,198,296.5,142,254.2,56,42.3,0,0,0,0,1,0.6,81,106.6,86,110.3,3,26
"2521",0,0.1,0,10.52,4.31,2.89,0,20.64,16.53,5.72,120.99,1,21.21666667,"∑Ò",54,45,5,94,0,0,125,81,2,3,201,0,0,0,0,99,157.4,77,128.4,22,29,0,0,0,0,8,6.4,36,57.3,54,99.2,2,18
"2522",1.4,3.09,0,5.73,2.34,1.57,0,11.44,11.96,8.22,78.18,138,4681.316667,"∑Ò",123,93,177,39,0,0,255,196,221,136,94,0,0,0,0,216,324.2,169,250.1,47,74.2,0,0,48,47.3,1,1.4,40,52.3,123,181.8,7,30
"2523",5,2.6,62.7,45.01,31.59,0,0,11.8,13,6,210.7,1373,18841.55,"∑Ò",180,248,379,49,0,0,337,409,590,75,81,0,0,15,18.6,413,497.2,311,388,117,127.7,0,0,30,38.3,18,15.9,124,180.2,180,239.2,16,119
"2524",5.95,11.92,27.6,37.92,5.81,27.9,0,44.86,4.3,4.41,377.3,468,30787.88333,"∑Ò",453,373,704,0,122,0,1269,981,1521,399,0,330,0,0,0,826,1828.1,623,1249.9,203,578.2,1,0,49,86.5,26,78.1,343,774,452,1031.1,24,86
"2525",2.08,10.2,0,31.67,9.26,6.21,0,14.35,12.86,9.76,218.97,78,16094.96667,"∑Ò",396,262,634,2,22,0,830,544,1024,292,2,56,0,0,0,658,1038.9,415,571.2,243,467.7,0,0,21,34.9,67,120.7,275,405.4,396,635.6,23,83
"2526",1.66,0,0,9.9,4.05,2.71,0,10.77,4.28,7.74,95.8,16,1281.483333,"∑Ò",101,66,137,30,0,0,398,161,371,110,78,0,0,0,0,167,467.5,132,399.3,35,68.2,0,0,22,172.7,19,28.8,49,121,101,345,8,21
"2527",5,2.3,1.5,11.92,4.88,3.27,0.49,23.38,17.8,6.48,145.29,149,12239.23333,"∑Ò",180,261,346,94,0,1,334,678,772,48,191,0,1,0,0,441,781,283,538.1,158,242.9,0,0,13,11.3,34,72,119,146.2,180,238.1,10,62
"2528",7.18,0,0,58.32,20.93,14.07,378.56,14.09,21.98,10.2,933.69,121,8516.716667,"∑Ò",225,168,297,43,0,53,1265,846,1235,564,168,0,144,84,537.1,309,1377.1,284,1374.4,109,539.9,0,0,74,512,9,30.2,87,377.9,225,1151.1,17,75
"2529",0,15,61.93,9.43,0.29,2.54,0.49,9.24,8.45,5.08,121.12,23,132.2666667,"∑Ò",454,497,931,19,0,1,857,1015,1782,62,27,0,1,0,0,951,1385.5,759,1094.7,192,290.8,0,0,91,93.5,35,54,301,417.7,454,620.4,40,130
"2530",4.92,3.55,0,9.11,3.74,2.51,0,41.51,4.32,7.88,169,582,19680.41667,"∑Ò",145,46,127,64,0,0,253,138,94,125,172,0,0,0,0,191,294.1,127,211.8,64,82.3,0,0,22,45.9,15,12.8,45,56.7,145,179.2,4,19
"2531",6.39,3.68,5.39,22.92,9.2,3.41,0,53.55,18.34,10.82,167.27,0,0,"∑Ò",192,291,440,43,0,0,466,647,941,112,60,0,0,7,6.3,476,870.6,289,607,194,269.9,0,0,24,29.7,28,34.5,117,280.7,192,371.1,15,69
"2532",5,0.4,1.2,21.79,8.51,5.71,0,22.45,20.36,6.22,259.98,149,13925.2,"∑Ò",115,122,202,2,33,0,212,242,330,59,4,61,0,43,31.5,194,301,208,302.3,29,30.2,0,0,44,50.9,3,1.4,63,93.3,115,155.1,9,47
"2533",2.6,5.51,0,9.41,4.04,2.14,88.27,71.89,38.6,12.26,283.64,305,0,"∑Ò",133,153,73,129,0,84,237,247,111,6,194,0,173,0,0,286,329.2,251,272.4,35,56.7,0,0,0,0,34,18.4,86,139.9,133,164,6,48
"2534",2.6,16.56,18.15,35.65,9.59,6.45,3.16,80.92,19.52,12.26,338.46,1658,30829.36667,"∑Ò",581,269,809,37,0,4,1198,479,1200,353,118,0,6,0,0,850,1217.4,724,1003.7,126,213.7,0,0,23,37.5,41,116.2,493,705.1,581,885.3,24,61
"2535",5,0.1,57.8,11.34,4.95,0.37,4.41,36.77,29.04,4.82,165.81,26,0,"∑Ò",131,251,354,24,0,4,461,714,1025,81,60,0,9,0,0,382,971.6,266,765.2,116,206.4,0,0,13,23.9,11,8,100,338.2,131,386.9,9,51
"2536",5,0,0,7.13,2.91,1.95,0,131.38,42.64,6.39,240.3,130,23659.41667,"∑Ò",24,15,39,0,0,0,41,36,66,11,0,0,0,0,0,39,57.1,37,53.9,2,3.2,0,0,2,1.8,8,7.3,13,20,24,29.4,2,9
"2537",3.07,18.69,0,31.87,11.36,7.64,1.47,115.08,7.28,6.61,432.33,437,35263.21667,"∑Ò",246,193,398,25,15,1,658,468,735,303,55,30,3,0,0,439,907.5,312,662.8,127,244.7,0,0,69,114.1,12,11.3,85,203,246,530.3,21,80
"2538",0,5.8,1.2,7.61,3.11,2.09,1.47,24.93,6.89,4.13,100.81,56,4917.083333," «",197,188,382,2,0,1,447,459,649,251,3,0,3,0,0,385,708.3,242,481.9,143,226.4,0,0,11,10.7,9,8.1,86,96.4,197,342.6,15,67
"2539",7.6,5.48,0,14.03,5.79,3.89,0,59.16,3.64,12.18,194,349,22282.63333,"∑Ò",130,128,223,3,32,0,465,358,416,332,3,72,0,0,0,258,689.8,157,476.6,101,213.2,0,0,59,180.2,26,80.6,35,132.3,130,399.7,6,68
"2540",2.1,4.37,0,3.81,1.56,1.04,0.98,10.25,15.81,12.3,109.98,39,2193.5,"∑Ò",122,161,226,12,43,2,187,275,309,59,23,69,2,0,0,283,309,206,224.5,77,84.5,0,0,45,37.3,7,4.4,63,60.2,122,124.4,12,63
"2541",5.29,4.61,6.83,17.26,3.87,2.43,0,37.19,11.54,7.66,218.6,601,0," «",293,201,463,31,0,0,740,625,1009,303,53,0,0,0,0,494,1109.3,304,801.9,190,307.5,0,0,13,14.8,19,75.9,206,404.5,293,592.1,20,58
"2542",5,3.4,4.29,2.6,1.07,4.49,0,82.56,13.43,3.38,134.31,1318,18023.26667,"∑Ò",122,67,161,15,13,0,235,180,305,52,42,16,0,0,0,189,315.8,138,232,51,83.9,0,0,25,39.3,10,10.7,51,68,122,170.8,15,38
"2543",6.92,120.32,0,11.79,13.45,2.16,386.16,89.75,12.66,11.24,698.77,43,1136.3,"∑Ò",16,25,9,9,0,23,56,110,5,23,33,0,105,0,0,41,141.3,28,85.5,13,55.8,0,0,6,10.4,0,0,3,16.7,16,47,0,0
"2544",0,0.25,136.86,36.9,41.84,2.31,0,0,0,5.07,272.24,0,0,"∑Ò",375,181,487,66,3,0,722,315,815,88,127,7,0,5,4.9,551,729.1,350,423.5,206,310.5,0,0,35,49.2,47,37.9,243,365,375,519.4,19,40
"2545",5,2.35,0,6.65,1.23,0.82,93.96,14.57,31.21,6.73,183.96,0,0,"∑Ò",51,40,18,6,0,67,91,97,19,8,7,0,154,0,0,91,134.3,71,93.5,20,40.8,0,0,8,14.9,0,0,23,34.3,51,62.4,2,22
"2546",0.89,7,0,6.03,2.47,1.65,0,11.02,16.21,5.15,111.1,1,7.15,"∑Ò",170,154,266,58,0,0,263,217,332,53,95,0,0,94,47.6,230,246.2,229,224.2,95,69.7,0,0,81,47.5,7,3.6,54,87.2,170,165.1,18,42
"2547",1.18,15.32,0,33.72,9.61,6.46,0,81.96,3.65,5.59,356.39,222,14790.4,"∑Ò",215,322,476,20,41,0,478,669,968,69,33,77,0,0,0,537,866.6,377,682.6,160,184.1,0,0,68,90.2,16,17.8,108,218.3,215,366.6,15,113
"2548",0,2,0.11,7.81,1.94,2.14,0,34.83,9.68,5.81,62.11,21,189.9333333,"∑Ò",39,1,40,0,0,0,109,11,88,32,0,0,0,0,0,40,99.7,21,54.9,19,44.7,31,1,0,0,3,26.5,2,3.3,8,34.6,2,0
"2549",0,0.8,2.7,8.57,3.51,2.35,0,16.81,19.76,4.66,108.25,0,266.1," «",178,173,347,4,0,0,232,218,444,1,5,0,0,0,0,351,261.3,307,229,44,32.3,0,0,10,3.8,14,7.9,143,101.1,178,135.7,16,46
"2550",7.16,0.6,1,4.32,1.6,1.07,0,15.56,5,12.68,73,47,6631.616667," «",53,30,83,0,0,0,167,67,165,69,0,0,0,0,0,83,184,74,182.2,9,1.8,0,2,1,0.7,0,0,46,121.7,53,135.8,4,19
"2551",0.93,6.58,2.4,5.75,4.02,7.18,26.95,35.15,29.29,5.45,137.87,47,243.2,"∑Ò",72,93,64,28,43,30,138,182,95,35,58,77,55,0,0,165,232.8,108,148.1,57,84.7,0,0,21,26.1,6,22.1,32,31.7,72,99.7,4,40
"2552",1.91,0.8,4.86,0,0,3.8,0,5.89,20.87,3.35,74.13,18,411.8666667,"∑Ò",173,169,307,35,0,0,314,333,552,40,55,0,0,0,0,342,465.8,232,332.5,110,133.3,0,0,24,24,11,24.1,100,86,173,223.5,12,68
"2553",7.08,4,0,22.64,9.26,6.21,0,63.61,35.86,9.76,281,278,33687.03333,"∑Ò",217,316,527,0,0,6,339,438,706,64,0,0,7,0,0,533,487.9,392,352.8,141,135.2,0,0,26,28,3,13.2,159,156,217,218.2,18,81
"2554",5,0.2,0,3,1.23,0.82,1.47,44.57,11.21,6.73,95.67,72,13672.55,"∑Ò",22,31,52,0,0,1,51,68,83,33,0,0,3,0,0,53,89.5,41,83.4,12,6.1,0,0,6,3.8,8,11.7,8,22.8,22,38.4,2,15
"2555",6.92,2.4,0,7.84,3.2,2.16,0,20.66,5.66,11.24,104.6,201,10232.83333,"∑Ò",94,124,213,5,0,0,306,290,512,75,9,0,0,0,0,218,478.6,122,230.1,96,248.5,0,0,15,43.8,10,26.9,44,134.2,94,256.2,12,54
"2556",5,0,12.47,32.45,11.67,14.4,0,0,65,6,146.99,0,0,"∑Ò",110,88,117,53,28,0,273,312,307,64,159,55,0,0,0,198,482,140,410.3,58,71.7,0,0,7,30.6,0,0,82,157.4,110,218.3,7,25
"2557",2.6,5.51,0,7.83,3.25,2.14,0,42.89,4.88,12.26,150.28,419,30325.25," «",24,39,63,0,0,0,29,84,110,3,0,0,0,0,0,63,81.1,38,41.6,25,39.5,0,0,19,10.6,0,0,5,6.4,24,17,2,18
"2558",0.94,3.62,0,10.37,4.24,2.84,0,6.25,1.28,4.46,120.3,69,1274.833333," «",325,296,586,17,18,0,604,506,946,107,31,26,0,167,135,454,645.2,436,588.4,185,191.7,0,0,123,95,40,67.4,141,235.7,325,433.1,15,71
"2559",1.58,3.31,0,8.48,3.49,2.34,0,35.68,2.18,7.34,114,655,17549.83333,"∑Ò",64,67,125,6,0,0,360,285,586,43,16,0,0,0,0,131,577.9,105,498.2,26,79.8,0,0,16,16.9,1,0.2,42,305.8,64,327.1,5,21
"2560",5,11.7,0,0.82,0.82,9.48,0,19.46,14.5,5.38,75.51,390,15172.56667,"∑Ò",119,154,201,46,26,0,219,281,326,31,91,52,0,0,0,273,345.8,171,239.9,102,105.9,0,0,12,10.4,14,14.2,77,115,119,148.4,15,83
"2561",5,3.6,0,11.92,4.88,3.27,1.47,28.38,20.8,6.48,164.07,2024,32761.26667,"∑Ò",442,299,554,101,84,2,903,537,963,163,177,134,3,176,370.9,565,673.8,534,751.9,207,292.8,0,0,133,278.1,33,55.8,226,274.2,442,659.9,19,79
"2562",6.04,2.84,0,5.69,2.32,1.56,25.53,34.67,11.46,6.11,129.62,0,0,"∑Ò",23,20,26,0,0,17,56,27,16,20,0,0,47,0,0,43,61.2,42,60.6,1,0.6,0,0,1,0.5,3,0.7,14,33,23,43.6,0,13
"2563",4.51,2.6,0,0,0,36.13,6.37,13.9,15.9,7.95,308.07,89,7328.116667,"∑Ò",296,351,590,46,0,11,443,512,834,44,64,0,13,0,0,647,617.6,474,464,173,153.6,0,0,25,14.1,12,8.6,249,259.4,296,288.9,17,90
"2564",3.43,0,0.6,0,0,11.44,0,5.04,4.84,6.04,112.6,132,3028.4," «",279,282,556,5,0,0,330,346,658,10,8,0,0,0,0,561,357.5,326,213.5,235,144,0,0,35,12.1,35,22.8,183,119.5,279,175.8,13,83
"2565",1.92,1.9,0,7.84,3.2,2.16,0,15.66,2.66,11.24,120,0,0,"∑Ò",176,115,289,2,0,0,243,148,380,9,2,0,0,0,0,291,232.3,235,187.9,56,44.5,0,0,2,0.8,11,13.8,135,111.5,176,147.8,16,32
"2566",7.08,5,18.3,28.04,14.96,6.21,0,13.61,17.86,9.76,243.8,2,21.21666667,"∑Ò",605,304,790,119,0,0,1396,757,1488,405,260,0,0,0,0,909,1641.6,623,1237.5,286,404.1,0,0,83,142.8,61,158.8,414,723.8,605,1060.8,28,100
"2567",2.6,12.51,0,7.83,3.25,2.14,0,42.89,8.6,12.26,141,551,35575.05,"∑Ò",41,61,96,1,5,0,112,203,262,47,1,5,0,0,0,102,260.9,72,223.1,30,37.7,0,0,8,22.1,2,2.3,28,62.5,41,90.9,2,43
"2568",6.96,12.43,0,21.61,7.22,4.85,99.85,71,74.72,9.2,574.81,97,4542.316667,"∑Ò",39,39,65,6,0,7,58,67,89,14,7,0,15,0,0,78,83.5,56,66.6,22,17,0,0,0,0,6,3.7,32,29.9,39,37.4,9,22
"2569",7.6,5.51,0,7.83,3.25,2.14,0,42.89,8.6,12.26,139,269,33831.03333,"∑Ò",83,110,116,2,75,0,137,187,197,18,2,107,0,0,0,193,224.6,126,146.3,67,78.4,0,0,10,7.7,6,14.8,58,57.6,83,91.4,10,49
"2570",1.7,10.2,0,6.9,2.82,1.9,0,13.79,2.34,9.9,88.57,216,6697.466667,"∑Ò",109,145,205,49,0,0,245,348,356,136,101,0,0,0,0,254,452.8,174,349.6,80,103.3,0,0,1,0.3,9,8.3,81,117.3,109,183.8,5,39
"2571",6.92,1.9,0,7.84,3.2,2.16,0,20.66,4.66,11.24,117.9,74,3311.65,"∑Ò",128,37,159,6,0,0,310,79,359,8,22,0,0,2,5.9,163,302.1,127,252,38,56,0,0,33,49.9,24,59.2,53,101.7,128,246.9,13,23
"2572",1.03,2.71,0,3.5,1.43,0.96,0,30.11,11.44,5.99,84,44,5720.383333,"∑Ò",37,42,73,6,0,0,68,144,201,4,7,0,0,1,1.8,78,169.9,59,127.8,20,43.9,0,0,22,23.5,0,0,10,23.7,37,48.4,6,29
"2573",1.3,5.48,0,11.87,4.86,3.27,0,65.55,21.82,6.09,229,46,489.6166667,"∑Ò",105,137,238,1,3,0,188,270,406,47,1,4,0,0,0,242,326.7,168,221,74,105.7,0,0,21,39.5,23,19.8,49,55.6,105,129.9,15,52
"2574",4.85,0.88,0,6.16,2.51,1.69,0,22.14,13.12,6.13,99.9,49,1668.466667,"∑Ò",159,506,660,2,3,0,367,1190,1387,156,3,11,0,236,257.3,429,962.3,457,829.4,208,390.2,0,0,39,44.8,3,4.9,107,234.6,159,294.4,19,160
"2575",5,1,0,6.35,2.59,1.74,0,22.8,12.52,6.31,97.1,202,630.6,"∑Ò",69,38,62,45,0,0,361,108,137,113,219,0,0,0,0,107,409.2,71,294.6,36,114.6,0,0,10,96.3,1,0.3,50,161.9,69,322,3,18
"2576",3.84,1.2,0,0,0,7.69,0,10.64,5.41,6.76,95.2,152,782.7666667,"∑Ò",68,97,145,20,0,0,135,204,271,3,65,0,0,0,0,165,256.3,113,168.9,52,87.4,0,0,14,13.6,15,14.2,33,69.8,68,101.1,6,32
"2577",5,15,0.6,7.85,1.76,3.52,0,160.66,13.47,7.63,210.99,383,0,"∑Ò",112,73,184,1,0,0,247,128,350,21,4,0,0,0,0,185,276.8,110,198.4,75,78.4,0,0,9,10.7,30,39.7,29,91.1,112,186.2,10,25
"2578",0,1,27.2,13.64,0.55,0.37,0,27.77,8.04,4.82,94.5,36,976.7166667,"∑Ò",109,114,180,9,34,0,500,276,386,292,12,86,0,0,0,223,655.3,143,490.9,80,164.4,0,0,3,44.6,1,0.5,83,378.4,109,441,8,39
"2579",2.6,15.51,0,7.83,3.25,2.14,0,42.89,3.6,12.26,139,650,28106.83333,"∑Ò",120,119,209,30,0,0,248,215,338,86,39,0,0,0,0,239,336.7,180,271.5,59,65.2,5,0,20,26.4,19,28.9,58,92.2,115,171.8,16,65
